iter	Logloss
332	0.02183940198
333	0.02181258916
334	0.02178484997
335	0.0217128061
336	0.02168438395
337	0.02160204646
338	0.02153914059
339	0.021490093
340	0.02138511794
341	0.02133599411
342	0.02124383058
343	0.02118960744
344	0.02116043907
345	0.0210732277
346	0.0209826052
347	0.02092312374
348	0.0208714028
349	0.02080923319
350	0.02077180147
351	0.02062517491
352	0.02059022584
353	0.02053596145
354	0.0205000291
355	0.02043823954
356	0.02041566339
357	0.02039815878
358	0.02035014686
359	0.02033660916
360	0.02029480753
361	0.0202314297
362	0.02015995621
363	0.02011406994
364	0.02010896658
365	0.02004307523
366	0.02001740501
367	0.01999588019
368	0.01992452664
369	0.01991366037
370	0.01981363763
371	0.01975564449
372	0.01972439088
373	0.01967995637
374	0.01964950371
375	0.01960993221
376	0.01956815258
377	0.01953778261
378	0.0195096622
379	0.0194664809
380	0.01941339901
381	0.01936718453
382	0.01934208975
383	0.01929531735
384	0.01926032602
385	0.01922087945
386	0.0191972292
387	0.01915493061
388	0.01912590318
389	0.01908246625
390	0.01905841135
391	0.01900633434
392	0.01895873684
393	0.01891530007
394	0.01883111621
395	0.01878636782
396	0.01876736764
397	0.01873060638
398	0.01868566525
399	0.01865940212
400	0.01862779092
401	0.01853433297
402	0.01849478853
403	0.01845411228
404	0.0184153127
405	0.01838073186
406	0.01830810946
407	0.01829423062
408	0.01825140422
409	0.018172135
410	0.01811898936
411	0.01808865275
412	0.01804902438
413	0.01801713844
414	0.01798317245
415	0.01792923904
416	0.01789184245
417	0.01783141246
418	0.0178070757
419	0.01776376801
420	0.01773970096
421	0.01772530676
422	0.01764857915
423	0.0175685653
424	0.01753948187
425	0.0175190251
426	0.01747850065
427	0.0174615595
428	0.01741499866
429	0.01741210232
430	0.01739379159
431	0.01736502739
432	0.01735221374
433	0.01731015053
434	0.01727417527
435	0.01722204968
436	0.01715974813
437	0.01712439504
438	0.01708887285
439	0.01704606133
440	0.01702393068
441	0.01697212805
442	0.01694191759
443	0.01690437497
444	0.01688460638
445	0.0168378876
446	0.01679809242
447	0.01670314252
448	0.01666537739
449	0.0166119409
450	0.01657550339
451	0.0165539951
452	0.0165196293
453	0.01647132678
454	0.01643794238
455	0.01639942288
456	0.01636570368
457	0.01630154087
458	0.01628526417
459	0.01625939169
460	0.01624642852
461	0.01621431766
462	0.01619505364
463	0.01617942608
464	0.01614309348
465	0.01607843361
466	0.01606013278
467	0.01603745592
468	0.01602248435
469	0.01599734778
470	0.01595706076
471	0.01593103048
472	0.01589365223
473	0.01587407789
474	0.01586738353
475	0.01584007196
476	0.01582077901
477	0.01575698817
478	0.01574484395
479	0.01568646334
480	0.01565934888
481	0.01561778833
482	0.01559747406
483	0.01555233741
484	0.01549101655
485	0.01545338966
486	0.01543350168
487	0.01541691544
488	0.01540958277
489	0.0153802447
490	0.01535134682
491	0.01534442561
492	0.01531616165
493	0.01530188877
494	0.01523984669
495	0.01523322121
496	0.01520023629
497	0.01517288774
498	0.01514776992
499	0.01512320003
500	0.01510525114
501	0.01508451577
502	0.01505844882
503	0.01502448185
504	0.01498662147
505	0.01495963685
506	0.01494180863
507	0.01489924537
508	0.01486357832
509	0.01483583391
510	0.01477779847
511	0.01475289273
512	0.01468719872
513	0.01467126104
514	0.01463593269
515	0.01459645348
516	0.0145670039
517	0.0145487442
518	0.01449416586
519	0.0144553393
520	0.0144418263
521	0.01442077909
522	0.01440588296
523	0.01434221474
524	0.01431191604
525	0.01429385424
526	0.01427834506
527	0.01425630134
528	0.01422366356
529	0.01420281042
530	0.01418246577
531	0.01415689642
532	0.01411795649
533	0.01407969068
534	0.01405180748
535	0.01399040623
536	0.01396145421
537	0.01393953881
538	0.01391159732
539	0.01388914997
540	0.01385264217
541	0.01382641023
542	0.01380542281
543	0.01377334771
544	0.01375803251
545	0.01374033671
546	0.01371685171
547	0.01368579826
548	0.01366734021
549	0.01364221415
550	0.01361817124
551	0.01357736537
552	0.01356600433
553	0.01351282333
554	0.01347621933
555	0.01343949158
556	0.0134006488
557	0.01338349501
558	0.01336950955
559	0.01335822513
560	0.01333732825
561	0.01331411759
562	0.0132981032
563	0.01327694097
564	0.01325663283
565	0.0132109611
566	0.01316890382
567	0.0131450498
568	0.01313152951
569	0.01311337225
570	0.01307592566
571	0.01305331679
572	0.01301256847
573	0.01299745724
574	0.01297531911
575	0.01293680291
576	0.01291930176
577	0.01289634767
578	0.01288264336
579	0.01284559155
580	0.01280974855
581	0.01278993062
582	0.01277130741
583	0.01275912089
584	0.01275301961
585	0.01274137931
586	0.01272701257
587	0.01271246512
588	0.01266554067
589	0.01263946992
590	0.01262037887
591	0.01261750252
592	0.01259371948
593	0.01258107483
594	0.01255685613
595	0.01253404059
596	0.01252029655
597	0.01247227678
598	0.01243035188
599	0.01239688081
600	0.01238718991
601	0.01236923104
602	0.01234043981
603	0.01230267537
604	0.01226942462
605	0.01225570605
606	0.01220381272
607	0.01217598763
608	0.01213050035
609	0.01212003088
610	0.01207673978
611	0.01203781611
612	0.01199815761
613	0.0119636149
614	0.01192984978
615	0.01191637907
616	0.01188367974
617	0.01185024009
618	0.01183851372
619	0.01182037888
620	0.01179743171
621	0.01178322195
622	0.01177043112
623	0.01171477583
624	0.01169701398
625	0.01166288018
626	0.01161134764
627	0.01159540464
628	0.0115606129
629	0.01153992407
630	0.01151590829
631	0.01146616143
632	0.01144511663
633	0.01142051062
634	0.01139158257
635	0.01136796985
636	0.01135385639
637	0.01133409058
638	0.0113148902
639	0.01128758127
640	0.01126095026
641	0.01124431683
642	0.01123308888
643	0.01122759956
644	0.01120387578
645	0.01118408894
646	0.01115861902
647	0.01112976902
648	0.01110639352
649	0.01108287057
650	0.01106558828
651	0.01104662704
652	0.01103568124
653	0.01101690372
654	0.01099822444
655	0.01098658171
656	0.01097470969
657	0.010945171
658	0.01092026891
659	0.01090573631
660	0.01088297797
661	0.01086540269
662	0.01084624469
663	0.01081552114
664	0.01078204729
665	0.01075514319
666	0.01072959506
667	0.01070664765
668	0.01069148128
669	0.01067749258
670	0.01065500195
671	0.01061584394
672	0.01059529524
673	0.01057769677
674	0.01056183985
675	0.01055900794
676	0.01054499461
677	0.01053333099
678	0.01050738463
679	0.0104831821
680	0.01046594304
681	0.01044162223
682	0.01041720862
683	0.01037465196
684	0.01034301893
685	0.01032556888
686	0.01030605811
687	0.01029553976
688	0.01027509721
689	0.01023403495
690	0.01021218705
691	0.0101958998
692	0.0101572617
693	0.01013045811
694	0.0101124923
695	0.01009892422
696	0.0100775899
697	0.01005871321
698	0.01005264208
699	0.0100259015
700	0.01001758799
701	0.009986962566
702	0.009968787161
703	0.009947700904
704	0.00993153031
705	0.009893462506
706	0.009874969689
707	0.009856965801
708	0.009840583842
709	0.009829594753
710	0.009810077199
711	0.009792516937
712	0.009771951562
713	0.009739760073
714	0.00970332057
715	0.009687404086
716	0.009668410838
717	0.009653168167
718	0.009639879566
719	0.009622017678
720	0.009596590595
721	0.009584814003
722	0.009570603774
723	0.009553230569
724	0.009538369493
725	0.009513865601
726	0.009498547778
727	0.009484445314
728	0.009465977615
729	0.009451622339
730	0.009440757688
731	0.009404074583
732	0.009392417535
733	0.009380787178
734	0.009352593439
735	0.009336347601
736	0.009326812238
737	0.009312964468
738	0.009299350095
739	0.00928266109
740	0.009268355499
741	0.009254684548
742	0.009245548499
743	0.009219670616
744	0.009203046399
745	0.009188455608
746	0.009174017446
747	0.009163501263
748	0.009151728292
749	0.009135563367
750	0.009112581614
751	0.009080612302
752	0.009057595293
753	0.009045479531
754	0.009037981095
755	0.009026498562
756	0.00901035663
757	0.008994736766
758	0.008978865618
759	0.008966483337
760	0.008953755229
761	0.00894121248
762	0.008919476156
763	0.008907676652
764	0.008892855505
765	0.008871637028
766	0.008861580261
767	0.008848753814
768	0.008840485623
769	0.008822989238
770	0.008809433202
771	0.008798463875
772	0.008774807397
773	0.008751656579
774	0.008738543551
775	0.008731726806
776	0.008725014973
777	0.008711390692
778	0.008695443799
779	0.008679835934
780	0.008673143724
781	0.008650612425
782	0.008630566951
783	0.008617627755
784	0.008608163591
785	0.008599818953
786	0.008588344014
787	0.008579263962
788	0.00856606664
789	0.008551628098
790	0.008539728197
791	0.008507380742
792	0.008492724676
793	0.008481090046
794	0.008468795817
795	0.008454811675
796	0.008430505487
797	0.008401857962
798	0.008382659156
799	0.008371286952
800	0.008360844898
801	0.008350235467
802	0.008320149082
803	0.008303263091
804	0.008284566927
805	0.008274206554
806	0.008260876853
807	0.008247230892
808	0.008218107159
809	0.008206248957
810	0.008193613723
811	0.008187543263
812	0.008174179521
813	0.008153883184
814	0.008124807816
815	0.008114944852
816	0.008108234629
817	0.008102399115
818	0.00809732303
819	0.008084826598
820	0.008071668834
821	0.008057622026
822	0.008051802574
823	0.008046083329
824	0.008034674203
825	0.00802904705
826	0.008004434898
827	0.008000234673
828	0.00797939986
829	0.007968112615
830	0.00796483571
831	0.007936993291
832	0.007911007482
833	0.007901710616
834	0.007890047837
835	0.007879071319
836	0.007875794337
837	0.007866536544
838	0.007857407336
839	0.007849565891
840	0.007839717804
841	0.00782789818
842	0.007816520847
843	0.007789827098
844	0.007778971573
845	0.007761623956
846	0.007753815654
847	0.007745751554
848	0.007739218594
849	0.007736052868
850	0.007730306384
851	0.007718548116
852	0.007706469488
853	0.007699890744
854	0.007674047407
855	0.007667671662
856	0.007655755874
857	0.007630549394
858	0.007616965172
859	0.007600035158
860	0.007596935918
861	0.007586563633
862	0.007569516579
863	0.00755716307
864	0.007550834702
865	0.007541984721
866	0.007532802827
867	0.007525279333
868	0.007520634713
869	0.007517634183
870	0.007511820439
871	0.007500754801
872	0.007490788885
873	0.007476992512
874	0.007452796635
875	0.007444371607
876	0.007439716036
877	0.007416346841
878	0.007399966305
879	0.007378893075
880	0.007368175884
881	0.007360954048
882	0.007345262229
883	0.007329573721
884	0.007326670906
885	0.00731956894
886	0.007296369366
887	0.007273703979
888	0.007269174989
889	0.007263637353
890	0.007260767675
891	0.007256392815
892	0.007241980644
893	0.007233388643
894	0.007224749607
895	0.007215504861
896	0.007206983556
897	0.007199536932
898	0.007186631468
899	0.007172527953
900	0.007168216278
901	0.007154023943
902	0.007150590645
903	0.007147874198
904	0.007137664323
905	0.007131078612
906	0.007120590557
907	0.007111611559
908	0.007091745692
909	0.007089067777
910	0.007084891976
911	0.007064462545
912	0.007044463375
913	0.00702421682
914	0.00701400604
915	0.00700871658
916	0.007006093589
917	0.007003445134
918	0.006995246115
919	0.006986392775
920	0.006977871086
921	0.00696348243
922	0.006953647034
923	0.006944627355
924	0.006937629225
925	0.006927995405
926	0.006921911496
927	0.006907590981
928	0.006891836369
929	0.006873018233
930	0.006859182306
931	0.0068496752
932	0.006845750685
933	0.006825160775
934	0.006811283742
935	0.006803676135
936	0.006793856686
937	0.00678081735
938	0.00677345906
939	0.006754579066
940	0.00674537854
941	0.006742926671
942	0.006738996092
943	0.006736514814
944	0.006727447523
945	0.006719465469
946	0.00671349823
947	0.0067060418
948	0.006692249149
949	0.0066823736
950	0.006679988877
951	0.006660258166
952	0.006652997207
953	0.006634447407
954	0.006616991968
955	0.00661114573
956	0.006602405107
957	0.006594382361
958	0.006592034881
959	0.006573005166
960	0.00657067297
961	0.006558692498
962	0.006556400153
963	0.006550425623
964	0.006537309276
965	0.006529575539
966	0.006522341907
967	0.006510349056
968	0.00650492799
969	0.006497903514
970	0.006489769665
971	0.006471613437
972	0.006469374676
973	0.006460912601
974	0.006453908269
975	0.006436511046
976	0.00643034767
977	0.006418895676
978	0.00641050884
979	0.006393909447
980	0.00639170339
981	0.006383485569
982	0.006370842959
983	0.006363534797
984	0.006357511722
985	0.006345177267
986	0.006327305793
987	0.006325145922
988	0.006316019449
989	0.006298521663
990	0.006291842644
991	0.006277432803
992	0.00627084324
993	0.006263029105
994	0.006256193698
995	0.006254084022
996	0.006237158831
997	0.006235071542
998	0.006232997572
999	0.006226006071
